fips,nameState,nameCounty,abState,SC,PVID,PR,CF,PM,abs_Resilience,rel_Resilience,Resistance,Recovery,CFend
1039,Alabama,Covington County,AL,0.459352259,0.414918879,0.588834438,0.440968237,0.453754001,0.388344109511147,0.880662317433868,0.692108588551722,0.0468134385863034,0.435687986460338
1041,Alabama,Crenshaw County,AL,0.46815043,0.460032504,0.519544993,0.416359995,0.432281914,0.362750618862322,0.871242730374041,0.680366623245221,0.0450874822504422,0.410007669959279
1043,Alabama,Cullman County,AL,0.509429885,0.478722722,0.605295189,0.458066385,0.45863656,0.401285479946686,0.876042191890343,0.675648628306947,0.0474868629703342,0.452733050330566
1045,Alabama,Dale County,AL,0.48342088,0.502277734,0.605295189,0.453821093,0.482022945,0.39471502572038,0.8697591006868,0.66234279702438,0.0471211423279197,0.447995838315091
1047,Alabama,Dallas County,AL,0.46409758,0.377327021,0.501233137,0.39947994,0.476277231,0.349102571454998,0.873892620127553,0.689709654368638,0.0446545358227581,0.393302093210502
1049,Alabama,DeKalb County,AL,0.488140005,0.448793715,0.652928825,0.440828647,0.468160723,0.388618370064782,0.881563330127186,0.683588692727844,0.0484187037586165,0.436384225973286
1051,Alabama,Elmore County,AL,0.512195944,0.502075491,0.443379043,0.476003805,0.450098484,0.408538792495799,0.858267913416784,0.660279955317847,0.0435874174820289,0.466726694106355
1053,Alabama,Escambia County,AL,0.489579439,0.382341527,0.519544993,0.415120325,0.439275184,0.365632303889703,0.880786321146052,0.701161681900727,0.0454522626840759,0.409531231864604
1055,Alabama,Etowah County,AL,0.567513307,0.438018458,0.588834438,0.443202358,0.492861193,0.388697641470188,0.877020698229651,0.677267471831102,0.047569232647453,0.438203311035225
1057,Alabama,Fayette County,AL,0.452172693,0.478450038,0.443379043,0.40296981,0.482670995,0.343906404400251,0.853429700850917,0.65474347116687,0.04282122172888,0.394271923013996
1059,Alabama,Franklin County,AL,0.441824567,0.457464851,0.46319282,0.416114809,0.4840472,0.357038008903393,0.858027643287728,0.661754825001405,0.0433207508577545,0.407777195335226
1061,Alabama,Geneva County,AL,0.478083714,0.426583183,0.605295189,0.412555934,0.44544379,0.363852458829378,0.881946976987073,0.692129312435573,0.0472738543654908,0.407931213917659
1063,Alabama,Greene County,AL,0.297842939,0.381332199,0.422967629,0.373387186,0.462198291,0.32133647315277,0.86059855613998,0.683026928513751,0.0412490495177441,0.364556939122813
1065,Alabama,Hale County,AL,0.410896777,0.404968894,0.443379043,0.373546156,0.374278006,0.327137517881845,0.875761971117287,0.706175946448959,0.0428617211235155,0.366868151136122
1067,Alabama,Henry County,AL,0.544435775,0.439159624,0.519544993,0.447687194,0.425960961,0.392978179124943,0.877796337245561,0.690479681903722,0.045934482041655,0.441788632104608
1069,Alabama,Houston County,AL,0.601843463,0.484656052,0.519544993,0.464055315,0.474019375,0.403239731956321,0.868947556297939,0.666128770826859,0.0462391010559409,0.457681058804886
1071,Alabama,Jackson County,AL,0.489234007,0.461925562,0.554925679,0.413118136,0.483464377,0.359016047863169,0.869039668263727,0.668517530594529,0.0459813708824462,0.407226137560944
1073,Alabama,Jefferson County,AL,0.628782293,0.456985375,0.727359887,0.507638832,0.546451349,0.448649880108785,0.883797400488827,0.670246489620122,0.0512384976532001,0.503982613003581
1075,Alabama,Lamar County,AL,0.519630842,0.392657725,0.519544993,0.413762514,0.486969014,0.361844441613419,0.874522049170986,0.685017441288595,0.0455425333108427,0.407939953327517
1077,Alabama,Lauderdale County,AL,0.538740694,0.47966777,0.443379043,0.473413368,0.478381428,0.406493081656499,0.858643015033111,0.659282688590887,0.0438185727885752,0.464450599929502
1079,Alabama,Lawrence County,AL,0.482107446,0.506573575,0.482462274,0.400111587,0.408829097,0.346002748139066,0.864765628842102,0.671098378938021,0.0441771086397822,0.393141971277091
1081,Alabama,Lee County,AL,0.525381613,0.54908164,0.46319282,0.486308603,0.419301814,0.41783874055676,0.859204912228871,0.657914794649432,0.0441974408970905,0.477397800265791
1083,Alabama,Limestone County,AL,0.555519645,0.500279146,0.482462274,0.474003665,0.468817459,0.40872060870687,0.86227309805056,0.659665467007581,0.0449198135138733,0.466130653145978
1085,Alabama,Lowndes County,AL,0.417440938,0.400012377,0.401895782,0.391343758,0.456900566,0.336904826545067,0.86089229649874,0.68031114070468,0.0416743389780275,0.382552112773435
1087,Alabama,Macon County,AL,0.404559046,0.405414262,0.482462274,0.416683904,0.430973515,0.363506453990272,0.872379399589843,0.692454309250138,0.0437640303251976,0.409521679108401
1089,Alabama,Madison County,AL,0.591749969,0.542764119,0.46319282,0.537990099,0.516051523,0.458489915685852,0.852227423028935,0.636845488141859,0.0447513637052997,0.528128307555962
1091,Alabama,Marengo County,AL,0.471723329,0.435942091,0.422967629,0.421757063,0.389823073,0.366979520475586,0.870120627892332,0.692949628719983,0.0428780518736804,0.413856195438569
1093,Alabama,Marion County,AL,0.458165035,0.43945237,0.501233137,0.421227752,0.493067324,0.363969658259506,0.864068562746326,0.667615058215984,0.044456526214209,0.413969984760528
1095,Alabama,Marshall County,AL,0.500282319,0.466113886,0.588834438,0.439879962,0.454494073,0.385294749102798,0.87590884420145,0.678530777445081,0.0470159271137803,0.434521566030395
1097,Alabama,Mobile County,AL,0.558818874,0.453948355,0.683381924,0.467182127,0.488620076,0.412904159667186,0.883818399301021,0.680775766258912,0.0497039116179891,0.463183868688296
1099,Alabama,Monroe County,AL,0.49161695,0.42259042,0.501233137,0.427912318,0.384250595,0.377102454458912,0.881261040162232,0.704589830807902,0.0451095794730869,0.421981866465561
1101,Alabama,Montgomery County,AL,0.57177064,0.47207917,0.501233137,0.505084904,0.558475935,0.433462454839882,0.858197208839729,0.645796259453148,0.0454533403963239,0.496805282008089
1103,Alabama,Morgan County,AL,0.565705599,0.501477389,0.482462274,0.475274869,0.507299592,0.407740993328807,0.857905645604012,0.649225845015535,0.0448979010090547,0.467093401550751
1105,Alabama,Perry County,AL,0.36369754,0.38359632,0.443379043,0.385137324,0.446528577,0.334019993544018,0.867275054193443,0.690075117921948,0.0423751792332939,0.377337955767484
1107,Alabama,Pickens County,AL,0.454830582,0.420923353,0.443379043,0.420052075,0.468517167,0.362552447628522,0.863113097652289,0.675400149703686,0.0430698569801592,0.411817587524191
1109,Alabama,Pike County,AL,0.483680016,0.455810216,0.422967629,0.437826389,0.429225023,0.377781288144792,0.862856368725623,0.676192209469238,0.0428695862402476,0.429095767309505
1111,Alabama,Randolph County,AL,0.430970615,0.420647973,0.482462274,0.414251253,0.385119023,0.363435465036551,0.877330997563817,0.702052429356928,0.0440700447410556,0.40765662885229
1113,Alabama,Russell County,AL,0.47065521,0.461030827,0.501233137,0.417827429,0.466602749,0.361458872088426,0.86509129607292,0.669190829453209,0.0445674172325607,0.410781127516513
1115,Alabama,St. Clair County,AL,0.506403125,0.499619151,0.588834438,0.447599024,0.441986611,0.3911127301829,0.873801570628312,0.673080526943748,0.0470323637235723,0.442047052093452
1117,Alabama,Shelby County,AL,0.584778974,0.597451627,0.519544993,0.564330097,0.464400981,0.484305339271328,0.858195127011502,0.640904097699757,0.046118098592904,0.555559862304299
1119,Alabama,Sumter County,AL,0.300576245,0.395107004,0.422967629,0.421335677,0.428093306,0.363906347650869,0.863696970173427,0.689753761425203,0.0413130637946545,0.411576839807963
1121,Alabama,Talladega County,AL,0.508807074,0.436879718,0.519544993,0.404931851,0.44503868,0.353798972686288,0.873724731241968,0.683943006646921,0.0454152167693566,0.399121622490596
1123,Alabama,Tallapoosa County,AL,0.485378664,0.434670153,0.401895782,0.427878839,0.393654904,0.371452835595686,0.868126211765491,0.691102606561925,0.0424702691174501,0.419448743614364
1125,Alabama,Tuscaloosa County,AL,0.573989755,0.503623991,0.572051729,0.489582752,0.491874396,0.425554425624324,0.86921858232523,0.659972291709907,0.0472183632272466,0.483409775849318
1127,Alabama,Walker County,AL,0.492735732,0.435966245,0.519544993,0.415749404,0.465692628,0.362090468947122,0.87093442699709,0.678249475369467,0.045267030392668,0.409520890922323
1129,Alabama,Washington County,AL,0.451680759,0.462205191,0.537432386,0.4027184,0.400448305,0.352752739609044,0.87592903529872,0.689449820034468,0.0454320386663497,0.397009501622919
1131,Alabama,Wilcox County,AL,0.382820842,0.379108398,0.443379043,0.373554932,0.417575599,0.325899226275244,0.872426511759304,0.700315117181963,0.042593315061995,0.366487598479002
1133,Alabama,Winston County,AL,0.477974324,0.441716456,0.519544993,0.421993266,0.475072146,0.366565934277586,0.868653516090909,0.673813659229386,0.0451211619440624,0.415431880814672
2013,Alaska,Aleutians East Borough,AK,0.539623514,0.617698209,0.195307869,0.446024349,0.469605035,0.358739359390858,0.804304429108327,0.601457213268183,0.0365117069235817,0.424729911732536
2016,Alaska,Aleutians West Census Area,AK,0.573857283,0.649504545,0.195307869,0.533099318,0.596321312,0.41911215622819,0.786180252116155,0.564077913597063,0.0366709905315003,0.505177099267525
2020,Alaska,Anchorage Municipality,AK,0.500686343,0.637498786,0.16089659,0.544572495,0.413620414,0.437609142522616,0.803582895832107,0.609513641581086,0.035512172801975,0.516071000589774
2050,Alaska,Bethel Census Area,AK,0.428119006,0.472109437,0.309241069,0.413905881,0.3804868,0.352096351037885,0.850667669150333,0.675021316195748,0.0393037102876753,0.401748237405595
2060,Alaska,Bristol Bay Borough,AK,0.396852864,0.705878698,0.226763411,0.459072688,0.535561284,0.357325407082857,0.778363462743959,0.560730927566668,0.0355116704478216,0.431374147855687
2068,Alaska,Denali Borough,AK,0.354200746,0.722818813,0.380088658,0.525867517,0.447810675,0.427503276719139,0.81294862850245,0.593506645498411,0.0396106837473764,0.505597708139031
2070,Alaska,Dillingham Census Area,AK,0.292555726,0.545104672,0.255956298,0.400292018,0.381791905,0.329959262863184,0.824296383704518,0.644612167287982,0.0362300823970717,0.382421141562216
2090,Alaska,Fairbanks North Star Borough,AK,0.427926916,0.643727049,0.401895782,0.51060332,0.477580611,0.422415296610049,0.827286623616253,0.610050029970701,0.0411743651145908,0.494981842714163
2100,Alaska,Haines Borough,AK,0.448626486,0.575080351,0.16089659,0.538127967,0.353080895,0.441103633226901,0.819700257702647,0.642887500346248,0.0353038367708247,0.511935902381961
2110,Alaska,Juneau City and Borough,AK,0.416366807,0.655544397,0.16089659,0.58399481,0.459005777,0.459468222801781,0.786767647475808,0.58987129288691,0.0341748718313643,0.546672866751109
2122,Alaska,Kenai Peninsula Borough,AK,0.417709099,0.546024318,0.482462274,0.482344482,0.372421418,0.416199434072702,0.862867617655677,0.670315835223075,0.0437634155905508,0.473243345268434
2130,Alaska,Ketchikan Gateway Borough,AK,0.345325929,0.582973319,0.16089659,0.516530189,0.406077081,0.413688340292324,0.800898667884684,0.620837376177176,0.0336575577844779,0.484950941726636
2150,Alaska,Kodiak Island Borough,AK,0.316063062,0.684962727,0.309241069,0.537603897,0.477170165,0.429716115875811,0.799317338050864,0.587821965908113,0.0371637624873569,0.510677667870354
2164,Alaska,Lake and Peninsula Borough,AK,0.452355386,0.639172677,0.195307869,0.461195712,0.512561305,0.363928793595204,0.789098389525366,0.58203904078469,0.0354185923178152,0.43499722386898
2170,Alaska,Matanuska-Susitna Borough,AK,0.386548835,0.584090511,0.443379043,0.476397579,0.387111703,0.404917895691226,0.849957920737515,0.651694635202676,0.0422826961858687,0.465047266643455
2180,Alaska,Nome Census Area,AK,0.412097221,0.505286446,0.195307869,0.41286196,0.4479097,0.337114748569739,0.816531386349419,0.634662693696446,0.0355063072701892,0.392894864620964
2185,Alaska,North Slope Borough,AK,0.24670218,0.554016173,0.283342437,0.421183821,0.540236058,0.337308425038507,0.800857982240744,0.599430853236665,0.0361423387719113,0.399142373870436
2188,Alaska,Northwest Arctic Borough,AK,0.416441373,0.547863601,0.255956298,0.399887491,0.505203929,0.324653155754636,0.811861243628239,0.612110061866966,0.0370797900727492,0.382046824643592
2220,Alaska,Sitka City and Borough,AK,0.415015546,0.613262224,0.16089659,0.543827439,0.360492804,0.440202693684655,0.809452892803842,0.628377657075037,0.0346782509742224,0.5143246779091
2240,Alaska,Southeast Fairbanks Census Area,AK,0.294585218,0.628511484,0.255956298,0.452750627,0.422466733,0.36448423253289,0.805044125389781,0.610191084115542,0.0358458301642938,0.429210236966859
2261,Alaska,Valdez-Cordova Census Area,AK,0.420805349,0.624853666,0.283342437,0.5019186,0.379935596,0.414127409456468,0.825088788214797,0.630288265734143,0.0382021175854567,0.482512469113739
2270,Alaska,Wade Hampton Census Area,AK,0.599456377,0.520349345,0.283342437,0.370629257,0.498086831,0.307495157412642,0.829656999832158,0.62790614187473,0.0394574404341791,0.358586764847151
2282,Alaska,Yakutat City and Borough,AK,0.298814256,0.64532636,0.16089659,0.545173163,0.523217772,0.418018982803091,0.766763683859271,0.570173220331144,0.0323374943466222,0.501640464020332
2290,Alaska,Yukon-Koyukuk Census Area,AK,0.414774612,0.458393034,0.46319282,0.383311341,0.443495877,0.330313276307324,0.861736246690712,0.671725373595951,0.0431331574658552,0.375751253654182
4001,Arizona,Apache County,AZ,0.442611529,0.439985869,0.401895782,0.380142556,0.416078288,0.327604649999673,0.861794200172823,0.680884853697573,0.0418589673211734,0.371840814283421
4003,Arizona,Cochise County,AZ,0.440634098,0.474119917,0.380088658,0.489727997,0.414088631,0.419362452823063,0.856317089061713,0.671971632217156,0.0414578323654043,0.477957987480606
4005,Arizona,Coconino County,AZ,0.414431598,0.550256218,0.501233137,0.533189806,0.436842525,0.456663430048568,0.856474420384115,0.653614243436442,0.0440330462267236,0.522701175415959
4007,Arizona,Gila County,AZ,0.419034403,0.414808942,0.519544993,0.464947797,0.426627565,0.40751194726828,0.876468175347178,0.694731111923975,0.0449037460108156,0.45794228503102
4009,Arizona,Graham County,AZ,0.403328471,0.464842306,0.380088658,0.444041561,0.48065821,0.375615028186803,0.845900611962769,0.653635884940253,0.0408138496951463,0.431896424343643
4011,Arizona,Greenlee County,AZ,0.46838372,0.587834725,0.380088658,0.444541665,0.494330272,0.369319448635255,0.830787027882427,0.618063607197211,0.0410522108187699,0.43142605112619
4012,Arizona,La Paz County,AZ,0.356060578,0.400883107,0.226763411,0.413399823,0.406295293,0.348361560331387,0.842674672193528,0.680305511873339,0.0363266725905962,0.397289945826529
4013,Arizona,Maricopa County,AZ,0.534563025,0.537386452,0.482462274,0.559836489,0.535339901,0.4759860968257,0.850223424478677,0.633574798855398,0.0446255708077163,0.549093792623869
4015,Arizona,Mohave County,AZ,0.320323512,0.419538674,0.422967629,0.446298765,0.391943212,0.386627428011598,0.866297328901634,0.694074687311062,0.0415388700746504,0.436348434835507
4017,Arizona,Navajo County,AZ,0.375538712,0.443755055,0.519544993,0.438145787,0.409312988,0.382546972265652,0.873104303672448,0.689889779245892,0.044427617592927,0.431021377511909
4019,Arizona,Pima County,AZ,0.493623273,0.496809107,0.401895782,0.546973277,0.442502044,0.467939832902056,0.855507668434149,0.661809739118607,0.0425891268926042,0.534915617981825
4021,Arizona,Pinal County,AZ,0.399264726,0.492134975,0.46319282,0.477626783,0.390195738,0.412975542950893,0.864640672696308,0.678621894896312,0.0431919667849028,0.468281018988099
4023,Arizona,Santa Cruz County,AZ,0.511168866,0.473926169,0.255956298,0.500795824,0.453943439,0.419707895869447,0.838081860421918,0.652627841609024,0.0387323307086516,0.484021527837409
4025,Arizona,Yavapai County,AZ,0.384795469,0.435688399,0.537432386,0.521502499,0.417777369,0.45671884791404,0.875774993964199,0.692545624601344,0.0450466231506825,0.513547895597102
4027,Arizona,Yuma County,AZ,0.437242117,0.491089843,0.195307869,0.472842228,0.376312913,0.394056404885502,0.83337820006529,0.66241564797145,0.0362276996832328,0.45315041503559
5001,Arkansas,Arkansas County,AR,0.481524265,0.469426563,0.46319282,0.455472144,0.450042613,0.393076982789318,0.863009929295078,0.669689848743063,0.0438330544316223,0.447092002675145
5003,Arkansas,Ashley County,AR,0.552456054,0.460248899,0.443379043,0.436234643,0.440258764,0.377684447143656,0.865782791908289,0.674861928906866,0.0439688748750958,0.428614370229636
5005,Arkansas,Baxter County,AR,0.453613589,0.426011277,0.537432386,0.491036972,0.529207508,0.425096879635949,0.865712571305016,0.665268462544136,0.0453791662251122,0.483242822850706
5007,Arkansas,Benton County,AR,0.576377707,0.575079147,0.588834438,0.521243231,0.433935276,0.45344448085313,0.869928766236832,0.658428558023473,0.0476985933969397,0.514977604740885
5009,Arkansas,Boone County,AR,0.501559424,0.468700735,0.554925679,0.481526726,0.483089162,0.418779106177244,0.869690265493684,0.66850199618515,0.0462475116179001,0.474797667454719
5011,Arkansas,Bradley County,AR,0.501573523,0.404305302,0.588834438,0.454297952,0.49527495,0.39914812209181,0.878604273549113,0.684671303883008,0.0471278524948058,0.448947318240215
5013,Arkansas,Calhoun County,AR,0.358372129,0.507951516,0.537432386,0.42682563,0.409037847,0.36969868618892,0.86615859077844,0.672447924474386,0.0445470948770402,0.41951784839999
5015,Arkansas,Carroll County,AR,0.442862478,0.450151453,0.519544993,0.478564734,0.428846498,0.417674341407112,0.872764563982921,0.684760285783787,0.0450459226805732,0.471214470072093
5017,Arkansas,Chicot County,AR,0.415703866,0.32825818,0.46319282,0.433966389,0.492926766,0.378866003298798,0.873030752846617,0.696154374246978,0.0434495129429668,0.426335545580927
5019,Arkansas,Clark County,AR,0.511970527,0.460002957,0.605295189,0.475239106,0.438036951,0.418630482476203,0.880883911258352,0.686862977157997,0.0476748525980945,0.470037841469974
5021,Arkansas,Clay County,AR,0.440861665,0.426747304,0.588834438,0.451387964,0.49561114,0.394418827248879,0.873791192289918,0.676911615655089,0.0465256271273697,0.445427532863996
5023,Arkansas,Cleburne County,AR,0.476853981,0.445379362,0.588834438,0.476464361,0.421120939,0.420221131803229,0.881957112009957,0.693805302846632,0.0470662135623849,0.47094808186236
5025,Arkansas,Cleveland County,AR,0.381546881,0.464084537,0.519544993,0.45548805,0.451576217,0.394216591042361,0.86548174214968,0.672477653052385,0.0443258260521022,0.447472522303501
5027,Arkansas,Columbia County,AR,0.52026606,0.429894122,0.572051729,0.480969783,0.472313844,0.422218860834772,0.877849037004415,0.683800594518408,0.0469777754004067,0.4751753391738
5029,Arkansas,Conway County,AR,0.462885074,0.437964775,0.652928825,0.453475435,0.503377694,0.398235704147544,0.878185836345345,0.676662130363922,0.0481681352177423,0.448593941868119
5031,Arkansas,Craighead County,AR,0.561542726,0.495274344,0.621453202,0.475543478,0.52867989,0.413718154097403,0.869990175950649,0.655397834292781,0.0481185133980324,0.470088733400231
5033,Arkansas,Crawford County,AR,0.476669441,0.523621368,0.621453202,0.468627559,0.443239238,0.409183763128921,0.873153435538605,0.668254907734345,0.0475170289678738,0.462988043552844
5035,Arkansas,Crittenden County,AR,0.498599912,0.444019999,0.554925679,0.432350164,0.460352151,0.378090179377091,0.874499909700718,0.680455465017754,0.0462201503708662,0.426598115476293
5037,Arkansas,Cross County,AR,0.48860851,0.491814063,0.572051729,0.433998532,0.466927234,0.377327931262764,0.869422137268345,0.666548312631042,0.0464028511864343,0.428045855572969
5039,Arkansas,Dallas County,AR,0.388145903,0.423145505,0.519544993,0.459573254,0.511713127,0.396779147996489,0.863364315793037,0.667360101436032,0.044335746852875,0.451348696788361
5041,Arkansas,Desha County,AR,0.481321548,0.427657021,0.46319282,0.430880548,0.460397526,0.373425657862418,0.866657034288811,0.678085861071924,0.0438486859097016,0.423236137063875
5043,Arkansas,Drew County,AR,0.544538251,0.462807954,0.501233137,0.466198471,0.419099476,0.407621470326276,0.874351795817615,0.684870949849921,0.0455177235974317,0.459589072976452
5045,Arkansas,Faulkner County,AR,0.525210008,0.557891405,0.605295189,0.513104205,0.41380424,0.448191692117543,0.87349058485604,0.667942589720885,0.0476798303322426,0.507057166707743
5047,Arkansas,Franklin County,AR,0.446898226,0.461132065,0.621453202,0.466260481,0.432010724,0.410546988567089,0.880509940895225,0.687616666224409,0.0474552314907788,0.460966302030664
5049,Arkansas,Fulton County,AR,0.323021259,0.409997776,0.637325836,0.454065593,0.459124093,0.399775339409007,0.880435218109572,0.692382528116846,0.0467805772375375,0.448438740429013
5051,Arkansas,Garland County,AR,0.479543106,0.407107653,0.554925679,0.486435855,0.50203675,0.425142731712718,0.873995465882583,0.679788949504839,0.0461834809224387,0.479820707428572
5053,Arkansas,Grant County,AR,0.460369795,0.551946867,0.501233137,0.455700172,0.487171464,0.388046832214526,0.851539797563486,0.639515831039143,0.0442507007384782,0.446792952088832
5055,Arkansas,Greene County,AR,0.510981518,0.499113028,0.621453202,0.438526307,0.506742485,0.381371415178156,0.869665990592798,0.658115495602115,0.0476415810576038,0.433216613469012
5057,Arkansas,Hempstead County,AR,0.461474651,0.447119218,0.637325836,0.424177971,0.430584598,0.374832643853625,0.88366834083806,0.692516087662751,0.0479037675196251,0.419760243360143
5059,Arkansas,Hot Spring County,AR,0.433973226,0.462580622,0.519544993,0.431288869,0.473001941,0.37299752326657,0.864843843828879,0.66777819905835,0.0447133693036812,0.424027478047653
5061,Arkansas,Howard County,AR,0.444609282,0.46045262,0.588834438,0.449927386,0.427359864,0.395031964406302,0.877990486238822,0.686558532535148,0.0466518735360903,0.4442884259277
5063,Arkansas,Independence County,AR,0.47215848,0.471261251,0.683381924,0.461869913,0.52792763,0.404105502985157,0.874933594094398,0.663790130571307,0.0487972561146919,0.457056086340572
5065,Arkansas,Izard County,AR,0.423427389,0.378801258,0.668276495,0.454745893,0.436349915,0.405865401889897,0.892510318702091,0.711884108637028,0.0485286891978068,0.450631661421276
5067,Arkansas,Jackson County,AR,0.438838152,0.359689102,0.712913036,0.406312397,0.561724402,0.359274281122416,0.884231649772715,0.684707436435848,0.0493129166682068,0.40266226732646
5069,Arkansas,Jefferson County,AR,0.530483604,0.414059215,0.554925679,0.469456678,0.456823538,0.413227815010281,0.880225661653663,0.691412400051106,0.0467260129183407,0.463813843764922
5071,Arkansas,Johnson County,AR,0.421528296,0.462373542,0.621453202,0.458730002,0.533915899,0.398068637666336,0.867762378590481,0.658966367799126,0.0469382963788947,0.452542520713682
5073,Arkansas,Lafayette County,AR,0.369185247,0.396947181,0.554925679,0.451667518,0.479522138,0.394529774192377,0.873496008611311,0.685724057815544,0.0451913635128189,0.444806161812679
5075,Arkansas,Lawrence County,AR,0.450436487,0.451154067,0.537432386,0.456787216,0.46989763,0.397115345097951,0.869366153841642,0.673955257276271,0.0453871077066634,0.449814776105282
5077,Arkansas,Lee County,AR,0.385312415,0.351069412,0.482462274,0.434642345,0.518302578,0.377046832199441,0.867487571187849,0.682703441665452,0.0435324001090484,0.426629761748898
5079,Arkansas,Lincoln County,AR,0.380237254,0.324031622,0.537432386,0.454817129,0.404849219,0.405373197906439,0.891288326800109,0.728484637684786,0.0452922241692995,0.449074709707618
5081,Arkansas,Little River County,AR,0.448357805,0.493841786,0.572051729,0.415121641,0.40066985,0.363392431310679,0.875387827132528,0.682970503994814,0.0461951223937846,0.409596793472236
5083,Arkansas,Logan County,AR,0.477950442,0.468823063,0.554925679,0.438121223,0.450152123,0.382094124939224,0.872119643789143,0.676049946438358,0.0460193791581136,0.432021410194062
5085,Arkansas,Lonoke County,AR,0.470702822,0.560295692,0.652928825,0.481208595,0.417420174,0.42091411014611,0.874701978559027,0.667646718928317,0.0481811176370849,0.475838705490519
5087,Arkansas,Madison County,AR,0.363455545,0.502129606,0.652928825,0.413768571,0.438520903,0.361969228140541,0.874810832697443,0.674075566854156,0.0473203757437866,0.408718382182896
5089,Arkansas,Marion County,AR,0.401206677,0.415988469,0.621453202,0.472688822,0.436922054,0.417729918534511,0.883731324060188,0.697965032526054,0.0471663110561686,0.46728555534304
5091,Arkansas,Miller County,AR,0.511248349,0.467967864,0.554925679,0.439644943,0.500071085,0.381409128838086,0.867538987791988,0.66342609958613,0.0461744205282309,0.433402791653473
5093,Arkansas,Mississippi County,AR,0.466016757,0.449050449,0.501233137,0.386489002,0.48052077,0.334023992402109,0.864252257305135,0.667904472432465,0.0444487690272439,0.379886959761773
5095,Arkansas,Monroe County,AR,0.381939347,0.377932385,0.637325836,0.438720554,0.462516436,0.388569763355751,0.88568853182965,0.701600724689191,0.0473617333612246,0.433914238013779
5099,Arkansas,Nevada County,AR,0.427725169,0.414499924,0.605295189,0.445347532,0.493559389,0.39033918508822,0.876482201069478,0.681596958670132,0.0468306010089487,0.439768942050102
